Greenery,15251,Smilax Full Box,69,,,,,,,,,,
Greenery,138,Smilax Half Box,79,,,,,,,,,,
Greenery,15617,Smilax Jumbo Box ( East Texas ),5,,,,,,,,,,
Snapdragon,302,Snapdragon Dark Pink,2745,23678,Snapdragon Pink-Hot California,,1.799,17.99,10,1,,,bunch
Snapdragon,14859,Snapdragon Orange,3425,,,,1.799,17.99,10,1,,,bunch
Snapdragon,208,Snapdragon Pink,1335,23681,Snapdragon Pink California,,1.799,17.99,10,1,,,bunch
Snapdragon,290,Snapdragon White,1380,23684,Snapdragon White California,,1.799,17.99,10,1,,,bunch
Solidago,193,Solidago Yellow,7280,,,,1.5,15,10,1,,,bunch
Solomio,168,Solomio White - Ard,15445,,,,,,,,,,
Solomio,14810,Solomio White - Snow Tessino,5470,,,,,,,,,,
Spray Rose,15548,Spray Rose - Blush - Creta,1260,,,,1.5,15,10,1,,,bunch
Spray Rose,15649,Spray Rose - Candy Blush,2610,,,,1.5,15,10,1,,,bunch
Spray Rose,15660,Spray Rose - Lesbos,315,,,,,,,,,,
Spray Rose,288,Spray Rose - Sahara Sensation,160,,,,1.6,16,10,1,,,bunch
Spray Rose,223,Spray Rose - White Majolica,2415,23598,SpRose Wht Majolica 40/50cm,,1.5,15.00,10,1,,,bunch
Spray Rose,15700,Spray Rose Blush - Be Nice,130,,,,,,,,,,
Spray Rose,15736,Spray Rose Hot Pink - Fire Up,3365,,,,1.5,15,10,1,,,bunch
Spray Rose,14875,Spray Rose Lavender - Little Silver,160,,,,,,,,,,
Spray Rose,15646,Spray Rose Orange-Saona,2690,,,,1.5,15,10,1,,,bunch
Spray Rose,158,Spray Rose Peach - Bali,4435,64149,SpRose Pch Bali 40/50cm,,1.6,16.00,10,1,,,bunch
Spray Rose,15449,Spray Rose Peach- Apricot,2920,64136,SpRose Pch Apricot Bril Stars,,1.7,17.00,10,1,,,bunch
Spray Rose,15952,Spray Rose Pink - Boomerang,125,,,,,,,,,,
Spray Rose,15010,Spray Rose Pink - Elva,1055,,,,1.5,15,10,1,,,bunch
Spray Rose,271,Spray Rose Red - Rubicon,1150,30038,SpRose Rd/Brg Rubicon 40/50cm,,1.5,15.00,10,1,,,bunch
Spray Rose,15315,Spray Rose Red - Scarlette Mimi,200,,,,,,,,,,
Spray Rose,15031,Spray Rose White - Floreana,27182,64129,SpRose Wht Floreana 40/50cm,,1.5,15.00,10,1,,,bunch
Spray Rose,15191,Spray Rose White - Snowflake,345,30211,SpRose Wht Snowflake 40/50cm,,1.5,15.00,10,1,,,
Spray Rose,15545,Spray Rose White- Shining Star,3775,,,,1.5,15,10,1,,,bunch
Sunflower,15889,Spray Sunflowers,455,,,,,,,,,,
Greenery,15375,Springeri,590,,,,0.7,7,10,2,,,bunch
Statice,15455,Statice Sinzil Lilae - Lavender,1080,,,,,,,,,,
Statice,15867,Statice Sinzil Peach,4275,,,,,,,,,,
Statice,14911,Statice Sinzil Pink,1130,,,,,,,,,,
Stock,14738,Stock Burgundy,150,23705,Stock Brg Ruby Red S.A.,,1.399,13.99,10,1,,,bunch
Stock,137,Stock Cream/yellow,3580,27979,Stock Cream S.A.,,1.399,13.99,10,1,,,bunch
Stock,289,Stock Dark Purple,1235,38603,Stock Purple-Dk S.A.,,1.399,13.99,10,1,,,bunch
Stock,154,Stock Hot Pink,320,25093,Stock Pink-Dark S.A.,,1.399,13.99,10,1,,,bunch
Stock,227,Stock Lavender,6650,28309,Stock Lavender S.A.,,1.399,13.99,10,1,,,bunch
Stock,213,Stock Light Pink,110,75097,Stock Pink-Light S.A.,,1.399,13.99,10,1,,,bunch
Stock,14795,Stock Peach,6760,27978,Stock Peach S.A.,,1.399,13.99,10,1,,,bunch
Stock,34,Stock White,12645,26642,Stock White S.A.,,1.399,13.99,10,1,,,bunch
Sunflower,15978,Sunflower - Helios,115,,,,,,,,,,
Sunflower,15152,Sunflower Vincent,1090,38277,Sunflower Ylw Vincent Sel 5st,,1.598,7.99,5,1,,,bunch
Chrysanthemum,15091,Super Mum Lavender - Single Lady Dark,60,,,,0.9,9,10,1,,,bunch
Sweet Pea,14707,Sweet Pea Blush,150,,,,1.7,42.5,25,1,,,bunch
Sweet Pea,139,Sweet Pea Cream,60,17382,Sweet Pea Cream 25stem,,1.5996,39.99,25,1,,,bunch
Sweet Pea,15836,Sweet Pea Dark Pink,350,18052,Sweet Pea Dk Pink Happy 50stem,,1.7998,89.99,50,1,,,bunch
Sweet Pea,14985,Sweet Pea Hot Pink,20,,,,1.7,42.5,25,1,,,bunch
Sweet Pea,14742,Sweet Pea Lavender,385,17384,Sweet Pea Lavender 25stem,,1.5996,39.99,25,1,,,bunch
Sweet Pea,272,Sweet Pea White,1200,41330,Sweet Pea White 25stem,,1.5996,39.99,25,1,,,bunch
Greenery,15039,Table Smilax Vine,685,G2027,,,,,,,,,
Eryngium,15630,Thistle Eryngium - Blue Ice,980,,,,,,,,,,
Eryngium,15005,Thistle Eryngium - Blue Jackpot,345,,,,,,,,,,
Eryngium,15054,Thistle Eryngium - Blue Lagoon,2590,,,,1,10,10,1,,,bunch
Eryngium,14862,Thistle Eryngium - Green Lagoon,130,,,,,,,,,,
Garden Rose,15884,Tip Top Garden Rose - Peach (60 cm),4660,,,,,,,,,,
Trachelium,15650,Trachelium - Corine Light Blue,5,,,,,,,,,,
Tulip,15436,Tulip - Double Cream,10,,,,1.4,14,10,1,,,bunch
Tulip,14935,Tulip - Double Double Price Lavender,90,,,,1.4,14,10,1,,,bunch
Tulip,14938,Tulip - Double Price Light Pink,40,,,,1.4,14,10,1,,,bunch
Tulip,15992,Tulip - Red,30,38978,Tulip Red VA,,0.899,8.99,10,1,,,bunch
Tulip,15903,Tulip Black - Ronaldo,460,,,,,,,,,,
Tulip,,Tulip Black Jack,,49483,,,1,10,10,1,,,bunch
Tulip,15916,Tulip Double Python,110,,,,,,,,,,
Tulip,14832,Tulip Orange - Princess Double,30,,,,1.4,14,10,1,,,bunch
Tulip,15913,Tulip Orange Parrot,80,,,,1.4,14,10,1,,,bunch
Tulip,,Tulip purple  ,,38977,Tulip Purple VA,,0.899,8.99,10,1,,,bunch
Tulip,14721,Tulip Purple - Queen Of The Night,20,,,,,,,,,,
Tulip,14609,Tulip White,440,,,,0.7,7,10,1,,,bunch
Veronica,15673,Veronica Spray White,1140,,,,,,,,,,
Veronica,307,Veronica White,5930,,Veronica California,,0.9,9,10,1,,,bunch
Chrysanthemum,15861,Veronica-Salmon Mum,5,,,,,,,,,,
Greenery,15430,Water Oak - Full Box (East Texas Smilax),1,,,,,,,,,,
Greenery,15429,Water Oak - Half Box (East Texas Smilax),2,,,,,,,,,,
Wax Flower,15917,Wax Flower - Lavender,105,,,,2.6,13,5,1,,WEIGHTED,bunch
Wax Flower,14662,Wax Flower Light Pink,120,,,,2.6,13,5,1,,WEIGHTED,bunch
Wax Flower,14749,Wax Flower Orange,20,,,,3,15,5,1,,WEIGHTED,bunch
Wax Flower,14608,Wax Flower Pink,60,,,,2.6,13,5,1,,WEIGHTED,bunch
Wax Flower,15134,Wax Flower Purple,60,,,,2.6,13,5,1,,WEIGHTED,bunch
Wax Flower,165,Wax Flower White,260,,,,2.6,13,5,1,,,bunch
Evergreen,15368,White Pine Tips,70,,,,,,,,,,
Calla,15608,XL White Calla Lily - Super Open Cut,920,,,,3,3,1,5,,,stem
