Stem Type,Poppy Product ID,Poppy Product Name,2025 Overall Purchase Volume,Vendor Product Code,Vendor Product Name,Grade/Length (if applicable),Price Per Stem,Price Per Bunch,Bunch Size,MOQ,Source Country,Notes,unit of measure
Garden Rose,43,Rose - Mayra's White,2475,,,,2.49,2.49,1,12,,,stem
Garden Rose,64,Rose - Pink O'hare,4532,,,,2.59,2.59,1,25,,,stem
Garden Rose,148,Rose - Pink Xpression,7225,,,,1.39,1.39,1,25,,,stem
Garden Rose,15407,Rose Bright Pink - Mayra's Queen,2115,,,,,,,,,,
Garden Rose,240,Rose Coral - Mayra's Peach,2730,,,,2.49,2.49,1,12,,,stem
Garden Rose,15065,Rose White - Playa Blanca,67040,,,,1.39,1.39,1,25,,,stem
Garden Rose,15884,Tip Top Garden Rose - Peach (60 cm),4660,,,,,,,,,,
Garden Rose ,,,,40952,Garden Rose Gold Mustard x12,,2.69,2.69,1,12,,,Stem
Garden Rose ,,,,37158,Garden Rose HPk Baronesse x12,,2.99,2.99,1,12,,,Stem
Garden Rose ,,,,32385,Garden Rose HPk Yves Piage x12,,2.99,2.99,1,12,,,Stem
Garden Rose ,,,,47769,Garden Rose Pch Juliet x12,,3.99,3.99,1,12,,,Stem
Garden Rose ,,,,37310,Garden Rose Pk Romantic An x12,,2.99,2.99,1,12,,,Stem
Garden Rose ,,,,37836,Garden Rose Wht Alabaster x12,,3.99,3.99,1,12,,,Stem
Garden Rose ,,,,67266,Garden Rose Wht Cloud x12,,3.39,3.39,1,12,,,Stem
Garden Rose ,,,,40175,Garden Rose Wht O'Hara cs50,,2.89,2.89,1,50,,,Stem
Garden Rose ,,,,39882,Garden Rose Wht Patience x12,,3.99,3.99,1,12,,,Stem
Garden Rose ,,,,37309,Garden Rose Wht Pr. Miyuki x12,,3.69,3.69,1,12,,,Stem
Garden Rose ,,,,40862,Garden Rose Wht Purity x12,,3.99,3.99,1,12,,,Stem
Garden Spray Rose,,,,42520,Garden Spray Wht Blanche 6st,,4.665,27.99,6,1,,,Bu
Garden Spray Rose,,,,49964,Garden SpRose Loli x6st,,4.665,27.99,6,1,,,Bu
Gardenia Foliage,,,,33448,Gardenia Foliage,,1.699,16.99,10,1,,,Bu
Gardenia White,,,,10127,Gardenia White,,10.99,10.99,1,3,,,Stem
Gerbera,,,,27159,Gerbera Burgundy Amarone DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,55410,Gerbera Burgundy Humberto DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,63324,Gerbera Coral Treasure LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,17660,Gerbera Crm/Pch Cartizze DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,58992,Gerbera Mini Burg Black Tie DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,68791,Gerbera Mini Coral Time Out LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,21468,Gerbera Mini Cream Milady LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,56096,Gerbera Mini Crm/Pch Pelican L,,1.39,1.39,1,10,,,Stem
Gerbera,,,,28002,Gerbera Mini Lav/Pnk Kimsey LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,53302,Gerbera Mini Orange DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,49794,Gerbera Mini Orange Jordy DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,63314,Gerbera Mini Orange LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,35842,Gerbera Mini Peach Cream Cafe,,1.39,1.39,1,10,,,Stem
Gerbera,,,,55396,Gerbera Mini Peach Larissa LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,43353,Gerbera Mini Peach Oreo DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,63313,Gerbera Mini Pink Light DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,55705,Gerbera Mini Pink Light LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,68789,Gerbera Mini Pink-Hot DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,42544,Gerbera Mini Pink-Hot LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,62863,Gerbera Mini Pk-Ht Wonderwal L,,1.39,1.39,1,10,,,Stem
Gerbera,,,,25695,Gerbera Mini Purple Dolce DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,43606,Gerbera Mini Red DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,43660,Gerbera Mini Red LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,42161,Gerbera Mini White DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,37627,Gerbera Mini White LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,62900,Gerbera Mini Yel/Org Franky LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,57576,Gerbera Mini Yellow DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,28051,Gerbera Mini Yellow LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,32067,Gerbera Orange Alex DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,57903,Gerbera Orange Atlanta LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,34343,Gerbera Orange Candella DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,55401,Gerbera Orange Spotlight DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,52786,Gerbera Peach Alma DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,43342,Gerbera Peach Avignon LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,34771,Gerbera Peach Bicolor Julia DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,59919,Gerbera Peach Cream CafeDelM D,,1.79,1.79,1,10,,,Stem
Gerbera,,,,59918,Gerbera Peach Cream Estate LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,63303,Gerbera Peach Jetset DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,49749,Gerbera Peach Pre-Extase LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,42615,Gerbera Pink-Hot DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,47908,Gerbera Pink-Hot LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,63301,Gerbera Pink-Hot/White Mandala,,1.79,1.79,1,10,,,Stem
Gerbera,,,,25789,Gerbera Pink-Light DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,29886,Gerbera Pink-Light LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,35897,Gerbera Pink-Medium LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,43594,Gerbera Red DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,29905,Gerbera Red LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,42613,Gerbera Var Pk Hippie Chic DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,34201,Gerbera White DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,43607,Gerbera White LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,42103,Gerbera White/Pink Lisandra DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,43639,Gerbera Yellow DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,34200,Gerbera Yellow LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,62903,Gerpom Cream Saturn,,1.59,1.59,1,10,,,Stem
Gerbera,,,,53409,Gerpom Pink Terra Cupid,,1.59,1.59,1,10,,,Stem
Gerbera,,,,63308,Gerpom Purple Chique,,1.59,1.59,1,10,,,Stem
Gerbera,,,,53410,Gerpom Red Floyd,,1.59,1.59,1,10,,,Stem
Gerbera,,,,53405,Gerpom White Terra Amando,,1.59,1.59,1,10,,,Stem
Gerbera,,,,65029,Gerpom Yellow Rhea,,1.59,1.59,1,10,,,Stem
Gerbera,,,,58896,Gerrondo Orange Fozzie,,1.59,1.59,1,10,,,Stem
Gerbera,,,,22915,Gerrondo Peach Beaker,,1.59,1.59,1,10,,,Stem
Gerbera,,,,53604,Gerrondo Pink-Hot Ravanel 10st,,1.299,12.99,10,1,,,Bu
Ginesta,,,,22079,Ginestra Pink 200g Italy,,1.499,14.99,10,1,,,Bu
Ginesta,,,,22189,Ginestra Red 200g Italy,,1.499,14.99,10,1,,,Bu
Ginesta,,,,25926,Ginestra White 10st Cali,,1.599,15.99,10,1,,,Bu
Ginesta,,,,22080,Ginestra White 200g Italy,,1.499,14.99,10,1,,,Bu
Ginger,,,,10131,Ginger Pink Medium 10pk,,2.99,2.99,1,10,,,Stem
Ginger,,,,37954,Ginger Pink Select,,3.69,3.69,1,5,,,Stem
Ginger,,,,33921,Ginger Red Medium 10pk,,2.99,2.99,1,10,,,Stem
Ginger,,,,37948,Ginger Red Select,,3.69,3.69,1,5,,,Stem
Ginger,,,,10731,Ginger White Medium,,3.99,3.99,1,5,,,Stem
Gladiolus,,,,32420,Gladiolus Orange California,,2.49,2.49,1,10,,,Stem
Gladiolus,,,,22681,Gladiolus Peach California,,2.49,2.49,1,10,,,Stem
Gladiolus,,,,32424,Gladiolus Red California,,2.49,2.49,1,10,,,Stem
Gladiolus,,,,32436,Gladiolus White California,,2.49,2.49,1,10,,,Stem
Gladiolus,,,,32425,Gladiolus Yellow California,,2.49,2.49,1,10,,,Stem
Gomphrena,,,,36683,Gomphrenia White,,0.899,8.99,10,1,,,Bu
Greenery,,,,G1612,Agonis Foliage,,2.998,14.99,5,1,,Weighted,Bu
Greenery,,,,G1770,Bay Laurel 10st California,,1.299,12.99,10,1,,,Bu
Greenery,,,,G1016,Boxwood Africa Bunched,,1.598,7.99,5,1,,Weighted,Bu
Greenery,,,,G1791,Boxwood American VBC,,89.99,89.99,1,1,,Weighted,Case
Greenery,,,,68448,Artemisia Dusty Miller 60cm 4p,,1.499,14.99,10,4,,,Bu
Greenery,,,,31530,Artemisia Dusty Miller 6pk Lg,,0.799,7.99,10,6,,,Bu
Greenery,,,,26967,Artemisia Dusty Miller Lacey,,0.899,8.99,10,1,,,Bu
Greenery,,,,26814,Artemisia Dusty Miller Lg Leaf,,0.899,8.99,10,1,,,Bu
Greenery,14837,Leather Leaf,21945,,,,,,,,,,
Greenery,,,,G1173,Fatsia Japonica 10st (Aralia),,0.599,5.99,10,1,,,Bu
Greenery,,,,G1052,Fern Flat,,0.599,5.99,10,1,,,Bu
Greenery,,,,G1745,Fern Holly,,0.499,4.99,10,1,,,Bu
Greenery,,,,G1552,Fern Sea Star,,1.799,17.99,10,1,,,Bu
Greenery,,,,G1692,Fern Umbrella,,1.899,18.99,10,1,,,Bu
Greenery,,,,G1058,Foxtail Meyreii,,0.699,6.99,10,1,,,Bu
Greenery,,,,G1059,Galax Leaves,,0.199,1.99,10,5,,,Bu
Greenery,,,,G1060,Garland Plumosa 25ft,,64.99,64.99,1,1,,,Each
Greenery,,,,27820,Geranium Scented Foliage,,0.999,9.99,10,1,,,Bu
Greenery,15914,Explosion Grass,410,,,,,,,,,,
Greenery,14997,Sea Oat Grass,40,,,,,,,,,,
Greenery,,,,G1079,Grass Lily (Monkey) Green,,0.399,3.99,10,1,,,Bu
Greenery,,,,G1081,Grass Lily (Monkey) Variegated,,0.499,4.99,10,1,,,Bu
Greenery,,Pampas Tall Fresh,,,,,1.5,15,10,1,,,bunch
Greenery,,,,G1366,Green Bouq Simply Spring 15pk,,4.59,4.59,1,15,,,Bu
Greenery,,,,G1658,Green Bouq Spring Mix 15pk,,4.59,4.59,1,15,,,Bu
Greenery,14788,Acacia Foliage - Pearl Silver,220,,,,,,,,,,bunch
Greenery,14648,Bear Grass,220,G1015,Grass Bear,,0.1116,2.79,25,5,,,Bu
Greenery,9,Bupleurum,170,,,,1.1,11,10,1,,,bunch
Greenery,15495,Camellia,40,,,,0.6,6,10,1,,,bunch
Greenery,229,Dusty Miller - Large Leaf Silver,330,,,,0.9,9,10,1,,,bunch
Greenery,15345,Huckleberry Greenery,6590,G1064,Huckleberry,,0.799,7.99,10,1,,,Bu
Greenery,14644,Israeli Ruscus,54871,G1107,Ruscus Israel 50-60cm,,0.399,3.99,10,1,,,Bu
Greenery,163,Italian Ruscus Tall,38055,G1109,Ruscus Italian Long,,2.598,12.99,5,1,,,Bu
Greenery,15354,Ivy,30,,,,,,,1,,,
Greenery,15377,Lepidium Green,4581,13036,Lepidium Green Dragon Californ,,1.049,10.49,10,1,,,Bu
Greenery,87,Lily Grass,295,,,,0.4,4,10,1,,,bunch
Greenery,14988,Magnolia Tips,40,,,,,,,1,,,
Greenery,15369,Mixed Evergreen Stems,140,,,,,,,,,,
Greenery,295,Olive Greenery,725,,,,1.3,13,10,1,,weighted,bunch
Greenery,15432,Pennycress Greenery,5220,,,,,,,,,,
Greenery,15381,Pitto Nigra Varigated,20,G1090,Pittosporum Nigra,,1.299,12.99,10,1,,,Bu
Greenery,15865,Pittosporum,100,,,,,,,2,,,
Greenery,14740,Salal,34490,G1110,Salal,,0.55,11.00,20,2,,,Bu
Greenery,15375,Springeri,590,,,,0.7,7,10,2,,,bunch
Greenery,15039,Table Smilax Vine,685,G2027,,,,,,,,,
Greenery,,,,29292,Herb Mint Green 5pk,,2.198,10.99,5,5,,weighted,Bu
Greenery,,,,31529,Herb Rosemary 5pk,,1.798,8.99,5,5,,weighted,Bu
Greenery,,,,G1242,Honey Bracelet,,0.699,6.99,10,1,,,Bu
Greenery,,,,G1570,Huckleberry 10pk,,0.589,5.89,10,10,,,Bu
Greenery,,,,G1136,Huckleberry Red,,0.729,7.29,10,1,,,Bu
Greenery,,,,G1067,Ivy Green,,0.899,8.99,10,1,,,Bu
Greenery,,,,G1070,Ivy Variegated,,0.999,9.99,10,1,,,Bu
Greenery,,,,G2098,Leatherleaf Fern AG/RWB 25pk,,0.1596,3.99,25,25,,,Bu
Greenery,,,,G1714,Leatherleaf Fern Large Gua 20p,,0.1876,4.69,25,20,,,Bu
Greenery,,,,G2162,Leatherleaf Fern Large Gua 35p,,0.1756,4.39,25,35,,,Bu
Greenery,,,,G2325,Leatherleaf Fern Sleeved 12pk,,0.2076,5.19,25,12,,,Bu
Greenery,,,,G1991,Leatherleaf Fern Sleeved 30pk,,0.1996,4.99,25,30,,,Bu
Greenery,,,,G2044,Leatherleaf Fern Sporeless 25p,,0.1996,4.99,25,25,,,Bu
Greenery,,,,G1997,Leatherleaf Fern Std FL 10pk,,0.1996,4.99,25,10,,,Bu
Greenery,,,,G1006,Leatherleaf Fern Std FL 30pk,,0.1836,4.59,25,30,,,Bu
Greenery,,,,G1924,Leatherleaf XL Royal FL Slv 35,,0.2036,5.09,25,35,,,Bu
Greenery,,,,58866,Lepidium Green Dragon 6pk,,0.799,7.99,10,6,,,Bu
Greenery,,,,G1806,Ligustrum Green FL,,0.799,7.99,10,1,,,Bu
Greenery,,,,G1771,Ligustrum Variegated FL,,0.799,7.99,10,1,,,Bu
Greenery,,,,G1076,Ming Fern,,0.799,7.99,10,1,,,Bu
Greenery,,,,G2342,Moss Sheet Fresh Local,,45.99,45.99,1,1,,,Case
Greenery,,,,G1811,Moss Sheet Fresh/Wet 8lb,,56.99,56.99,1,1,,,Case
Greenery,,,,G1785,Moss Spanish,,35.99,35.99,1,1,,,Case
Greenery,,,,G1082,Myrtle Large,,0.759,7.59,10,1,,,Bu
Greenery,,,,G1265,Nandina,,2.998,14.99,5,1,,,Bu
Greenery,,,,G1094,Pittosporum Green,,0.599,5.99,10,2,,,Bu
Greenery,,,,G1574,Pittosporum Green 10pk,,0.529,5.29,10,10,,,Bu
Greenery,,,,G1098,Pittosporum Variegated,,0.619,6.19,10,2,,,Bu
Greenery,,,,G1575,Pittosporum Variegated 10pk,,0.549,5.49,10,10,,,Bu
Greenery,,,,G1100,Plumosus Grass,,0.599,5.99,10,2,,,Bu
Greenery,,,,G1103,Plumosus Grass 10pk,,0.439,4.39,10,10,,,Bu
Greenery,,,,G1322,Podocarpus,,0.599,5.99,10,1,,,Bu
Greenery,,,,G2103,Podocarpus Weeping,,1.199,11.99,10,1,,,Bu
Greenery,,,,12969,Rumex Unicorn 60cm+,,1.199,11.99,10,1,,,Bu
Greenery,,,,G1106,Ruscus Florida 20pk,,0.549,5.49,10,20,,,Bu
Greenery,,,,G2273,Ruscus Italian Bleached 5st,,3.198,15.99,5,1,,,Bu
Greenery,,,,G1355,Ruscus Italian Long 10pk,,2.498,12.49,5,10,,,Bu
Greenery,,,,G2314,Ruscus Italian Long 15pk,,2.398,11.99,5,15,,,Bu
Greenery,,,,G2313,Ruscus Italian Long 20pk,,2.398,11.99,5,20,,,Bu
Greenery,,,,G1108,Ruscus Italian Tips Short,,1.199,11.99,10,2,,,Bu
Greenery,,,,G1573,Salal 10pk,,0.5245,10.49,20,10,,,Bu
Greenery,,,,G1112,Salal Little John (Tips),,0.2995,5.99,20,2,,,Bu
Greenery,,,,G1630,Salal Little John (Tips)15pk,,0.2645,5.29,20,15,,,Bu
Greenery,15427,Cherry Laurel - Half Box,1,,,,,,,,,,
Greenery,15448,Elaeagnus Vine (full box),8,,,,,,,,,,
Greenery,15029,Elaeagnus Vines (half Box),1,,,,,,,,,,
Greenery,15251,Smilax Full Box,69,,,,,,,,,,
Greenery,138,Smilax Half Box,79,,,,,,,,,,
Greenery,15617,Smilax Jumbo Box ( East Texas ),5,,,,,,,,,,
Greenery,15430,Water Oak - Full Box (East Texas Smilax),1,,,,,,,,,,
Greenery,15429,Water Oak - Half Box (East Texas Smilax),2,,,,,,,,,,
Greenery,,,,G2027,Smilax Green 5 x 5ft Strings,,59.99,59.99,1,1,,,Bag
Greenery,,,,G6654,Smilax Southern 13lbs Texas,,214.99,214.99,1,1,,,Case
Greenery,,,,G1591,Smilax Southern Alabama 30lbs,,279.99,279.99,1,1,,,Case
Greenery,,,,G1119,Sword Fern,,0.559,5.59,10,2,,,Bu
Greenery,,,,G1121,Tree Fern Costa Rica 30pk,,0.2145,4.29,20,30,,,Bu
Greenery,,,,G1122,Tree Fern Florida,,0.3995,7.99,20,5,,,Bu
Greenery,,,,G1577,Tree Fern Florida 5pk,,0.2495,4.99,20,5,,,Bu
Grevillea ,,,,G1682,Grevillea Ivanhoe,,0.899,8.99,10,1,,,Bu
Grevillea ,,,,G1606,Grevillea Natural,,0.999,9.99,10,1,,,Bu
Heather,,,,21059,Heather Pink / California,,3.398,16.99,5,1,,weighted,Bu
Heliconia,,,,42395,Heliconia Pinky Peach P&F,,10.99,10.99,1,1,,,Stem
Hellebores,15905,Hellebore - Queen of the Night,40,,,,,,,,,,
Helleborus,,,,38826,Helleborus Green 5-7st Calif,,3.998,19.99,5,1,,,Bu
Helleborus,,,,18148,Helleborus Pink 5-7st Calif,,3.998,19.99,5,1,,,Bu
Helleborus,,,,69034,Helleborus Pink Mammoth 5 stem,,3.998,19.99,5,1,,,Bu
Helleborus,,,,17828,Helleborus Purple 5-7st Calif,,3.998,19.99,5,1,,,Bu
Helleborus,,,,69037,Helleborus Red Mammoth 5 stem,,3.998,19.99,5,1,,,Bu
Helleborus,,,,45449,Helleborus White Queen 10st,,2.999,29.99,10,1,,,Bu
Helleborus,,,,12638,Helleborus Winterbells 5 stem,,3.998,19.99,5,1,,,Bu
Herb Lavendder,,,,27972,Lavender English,,0.999,9.99,10,1,,,Bu
Hyacinth,,,,22084,Hyacinth White 5st Dutch,,1.998,9.99,5,1,,,Bu
Hyacinth  ,,,,22082,Hyacinth Pink 5st Dutch,,1.798,8.99,5,1,,,Bu
Hydrangea,15373,Hydrangea - Antique Green,558,,,,3.5,3.5,1,30,,,stem
Hydrangea,15965,Hydrangea - Antique Pink,71,,,,,,,,,,
Hydrangea,15964,Hydrangea - Antique Red,83,,,,,,,,,,
Hydrangea,14892,Hydrangea - Baby Green,207,,,,1.59,1.59,1,20,,,stem
Hydrangea,15101,Hydrangea - Lime Green,2849,,,,2.49,2.49,1,20,,,stem
Hydrangea,15104,Hydrangea Blue - Shocking Blue,96,43323,Hydrangea Bl-Dk Shocking 30pk,,2.59,2.59,1,30,,,Stem
Hydrangea,15102,Hydrangea Green - Esmeralda,159,,,,,,,,,,
Hydrangea,181,Hydrangea Light Blue - Select,3757,21825,Hydrangea Blue Select 30pk,,1.99,1.99,1,30,,,Stem
Hydrangea,275,Hydrangea Light/Medium Pink,60,,,,,,,,,,
Hydrangea,14758,Hydrangea White - Extra,10468,,,,2.19,2.19,1,20,,,stem
Hydrangea,,,,27220,Hydrangea 12white/12blue 24pk,,2.09,2.09,1,24,,,Stem
Hydrangea,,,,43307,Hydrangea 15White/15blue 30pk,,1.99,1.99,1,30,,,Stem
Hydrangea,,,,43478,Hydrangea 5white/5blue 10pack,,2.29,2.29,1,10,,,Stem
Hydrangea,,,,51291,Hydrangea 5wht/5blue DV 10pk,,2.39,2.39,1,10,,,Stem
Hydrangea,,,,42063,Hydrangea 8wht/8blue/8grn 24pk,,1.85,1.85,1,24,,,Stem
Hydrangea,,,,58305,"Hydrangea Blue ""Bogotana"" 10pk",,1.99,1.99,1,10,,,Stem
Hydrangea,,,,51266,Hydrangea Blue Prem DVF 20pk,,2.59,2.59,1,20,,,Stem
Hydrangea,,,,43477,Hydrangea Blue Select 10pack,,2.79,2.79,1,10,,,Stem
Hydrangea,,,,43374,Hydrangea Blue Select 40pk,,1.89,1.89,1,40,,,Stem
Hydrangea,,,,51290,Hydrangea Blue Select DVF 10pk,,2.89,2.89,1,10,,,Stem
Hydrangea,,,,42343,Hydrangea Blue Super 20pk,,3.29,3.29,1,20,,,Stem
Hydrangea,,,,13043,Hydrangea Blueberry Select 30p,,2.49,2.49,1,30,,,Stem
Hydrangea,,,,35093,Hydrangea Green Antique Sel 30,,3.49,3.49,1,30,,,Stem
Hydrangea,,,,42059,Hydrangea Green Fancy 30pk,,1.29,1.29,1,30,,,Stem
Hydrangea,,,,28306,Hydrangea Green Mini 40pk,,1.39,1.39,1,40,,,Stem
Hydrangea,,,,51364,Hydrangea Green Mini DVF 20pk,,1.59,1.59,1,20,,,Stem
Hydrangea,,,,48987,Hydrangea Green Mini Mojito,,2.29,2.29,1,5,,,Stem
Hydrangea,,,,17375,Hydrangea Green Mojito Sel 10p,,2.79,2.79,1,10,,,Stem
Hydrangea,,,,43493,Hydrangea Green Mojito Sel 30p,,2.29,2.29,1,30,,,Stem
Hydrangea,,,,17363,Hydrangea Green Shamrock 10pk,,2.99,2.99,1,10,,,Stem
Hydrangea,,,,53542,Hydrangea Green Shamrock 30pk,,2.39,2.39,1,30,,,Stem
Hydrangea,,,,12584,Hydrangea Green-Dark Mini 20pk,,1.49,1.49,1,20,,,Stem
Hydrangea,,,,42065,Hydrangea Green-Dark Mini 50pk,,1.39,1.39,1,50,,,Stem
Hydrangea,,,,13030,Hydrangea Pink Crystal 10pk,,5.99,5.99,1,10,,,Stem
Hydrangea,,,,75214,Hydrangea Pink Magic 10pk,,5.99,5.99,1,10,,,Stem
Hydrangea,,,,43707,Hydrangea Purple Elite 25pk,,4.59,4.59,1,25,,,Stem
Hydrangea,,,,42173,Hydrangea Purple Premium 20p,,4.69,4.69,1,20,,,Stem
Hydrangea,,,,34784,Hydrangea Purple-Dark Premium,,5.49,5.49,1,1,,,Stem
Hydrangea,,,,18119,Hydrangea Tint Rouge Pink 15p,,2.99,2.99,1,15,,,Stem
Hydrangea,,,,57346,Hydrangea Tinted Crm/Blsh 15pk,,2.79,2.79,1,15,,,Stem
Hydrangea,,,,17912,Hydrangea Tinted Dusty Burg 15,,2.99,2.99,1,15,,,Stem
Hydrangea,,,,75204,Hydrangea Tinted Lavender 15pk,,2.99,2.99,1,15,,,Stem
Hydrangea,,,,75210,Hydrangea Tinted Mauve 15pk,,2.99,2.99,1,15,,,Stem
Hydrangea,,,,75211,Hydrangea Tinted Peach 15pk,,2.99,2.99,1,15,,,Stem
Hydrangea,,,,75118,Hydrangea Tinted Purple 15pk,,2.99,2.99,1,15,,,Stem
Hydrangea,,,,26961,Hydrangea Wht Jumbo Loose,,3.49,3.49,1,1,,,Stem
Hydrangea,,,,51265,Hydrangea Wht Prem DVF 20pk,,2.59,2.59,1,20,,,Stem
Hydrangea,,,,21711,Hydrangea Wht Premium 25pk,,1.89,1.89,1,25,,,Stem
Hydrangea,,,,75115,Hydrangea Wht Premium DVF 10pk,,2.79,2.79,1,10,,,Stem
Hydrangea,,,,27146,Hydrangea Wht Select 24pk,,1.89,1.89,1,24,,,Stem
Hydrangea,,,,21830,Hydrangea Wht Select 30pk,,1.49,1.49,1,30,,,Stem
Hydrangea,,,,49829,Hydrangea Wht Select 40pk,,1.59,1.59,1,40,,,Stem
Hydrangea,,,,51289,Hydrangea Wht Select DVF 10pk,,2.49,2.49,1,10,,,Stem
Hydrangea,,,,43476,Hydrangea Wht Select S.A 10pk,,2.39,2.39,1,10,,,Stem
Hydrangea,,,,54035,Hydrangea Wht Super 24pk,,2.69,2.69,1,24,,,Stem
Hydrangea,,Hydrangea - Baby Green,,28306,,,1.39,1.39,1,40,,,stem
Hydrangea,,Hydrangea Antique Green XL,,33702,,,6,6,1,16,,,stem
Hydrangea,,Hydrangea Blue - Shocking Blue,,28584,Hydrangea Bl-Dk Shocking 10pk,,2.99,2.99,1,10,,,Stem
Hypericum,15179,Hypericum Burgundy,720,,,,0.9,9,10,1,,,bunch
Hypericum,215,Hypericum Cream,305,,,,0.9,9,10,1,,,bunch
Hypericum,15046,Hypericum Orange,60,,,,0.9,9,10,1,,,bunch
Hypericum,184,Hypericum Peach,160,,,,0.9,9,10,1,,,bunch
Hypericum,33,Hypericum Pink,15,,,,0.9,9,10,1,,,bunch
Hypericum,14692,Hypericum Red,40,,,,0.9,9,10,1,,,bunch
Hypericum,1,Hypericum White,45,,,,0.9,9,10,1,,,bunch
Hypericum,,,,68371,Hypericum Burg Ilusion 50/60c,,0.8,8.00,10,1,,,Bu
Hypericum,,,,50502,Hypericum Green 70cm DVFlora,,0.9,9.00,10,1,,,Bu
Hypericum,,,,68368,Hypericum Green Ilusion 50/60c,,0.8,8.00,10,1,,,Bu
Hypericum,,,,36487,Hypericum Grn Jungle Roma 50/6,,0.8,8.00,10,1,,,Bu
Hypericum,,,,32269,Hypericum Grn Lucky Rom 50/60,,0.8,8.00,10,1,,,Bu
Hypericum,,,,36435,Hypericum Pch Mellow Rom 50/60,,0.8,8.00,10,1,,,Bu
Hypericum,,,,25765,Hypericum Pink Ilusion 50/60cm,,0.8,8.00,10,1,,,Bu
Hypericum,,,,12280,Hypericum Pink Sweet Rom 50/60,,0.8,8.00,10,1,,,Bu
Hypericum,,,,17687,Hypericum Pk Lt Lovely Rom 50/,,0.8,8.00,10,1,,,Bu
Hypericum,,,,50501,Hypericum Red 70cm DvFlora,,0.9,9.00,10,1,,,Bu
Hypericum,,,,50503,Hypericum Red Dk 70cm DvFlora,,0.9,9.00,10,1,,,Bu
Hypericum,,,,68361,Hypericum Red Ilusion 50/60cm,,0.8,8.00,10,1,,,Bu
Hypericum,,,,20397,Hypericum Red True Rom 50/60cm,,0.8,8.00,10,1,,,Bu
Hypericum,,,,36434,Hypericum White Cool Rom 50/60,,0.9,9.00,10,1,,,Bu
Iris,,,,25313,Iris Blue-Dk Telstar Local,,0.999,9.99,10,1,,,Bu
Iris,,,,35584,Iris Blue-Dk Telstar Mexico,,0.999,9.99,10,1,,,Bu
Iris,,,,35583,Iris White Casablanca Mexico,,0.899,8.99,10,1,,,Bu
Iris,,,,33368,Iris White Local,,0.999,9.99,10,1,,,Bu
Iris,,,,37810,Iris Yellow Carolina,,0.899,8.99,10,1,,,Bu
Ivy,,,,G1180,Ivy Bush Green,,1.199,11.99,10,1,,,Bu
Kale,,,,75084,Kale Purple/Green 5st Peru,,1.998,9.99,5,1,,,Bu
Larkspur,70,Larkspur Pink,4025,44028,Larkspur Pink 80/90cm Ecuador,,1.299,12.99,10,1,,,Bu
